Name,Detail,Price,Brand,CPU_Type,RAM_GB,SSD_GB
Asus ProArt P16 OLED H7606WP-SC121X,"PC portable 16"", AMD Ryzen AI 9 HX 370, RTX 5070, RAM 64 Go, SSD 2 To, dalle OLED tactile Ultra HD+, Windows 11 Pro, AZERTY",1199.95,asus,AMD Ryzen AI 9,64,2048
Asus ROG Strix G18 G814FP-S9035W,"PC portable gamer 18"", AMD Ryzen 9 9955 HX, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 240 Hz, Windows 11, AZERTY",1599.95,asus,AMD Ryzen 9,32,1024
Asus ROG Strix G18 G815LP-S9058W,"PC portable gamer 18"", Intel Core Ultra 9 275 HX, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS QHD+ 240 Hz, Windows 11, AZERTY",2499.95,asus,Intel Core Ultra 9,32,1024
Asus ROG Strix SCAR 16 G635LX-DRW113W,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5090, RAM 64 Go, SSD 2 To, dalle Mini-LED QHD+ 240 Hz, Windows 11, AZERTY",2299.95,asus,Intel Core Ultra 9,64,2048
Asus ROG STRIX SCAR 18 G835LX-DRSA082W,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5090, RAM 64 Go, SSD 4 To, dalle Mini-LED QHD+ 240 Hz, Windows 11, AZERTY",2299.95,asus,Intel Core Ultra 9,64,4096
Asus ROG Zephyrus G14 GA403WM-QS047X,"PC portable gamer 14"", AMD Ryzen AI 9 HX 370, RTX 5060, RAM 32 Go, SSD 1 To, dalle OLED WQXGA+ 120 Hz, Windows 11 Pro, AZERTY",1999.95,asus,AMD Ryzen AI 9,32,1024
Asus Vivobook 15 S1504VA-NJ2346,"PC portable 15.6"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Sans OS, AZERTY",1499.95,asus,Intel Core i5,16,512
Asus VivoBook 16 Flip OLED Copilot+ PC TP3607SA-RJ081X,"PC portable 16"", Intel Core Ultra 7 258V, RAM 16 Go, SSD 512 Go, dalle OLED tactile WQXGA+ 120 Hz, Windows 11 Pro, AZERTY",1799.95,asus,Intel Core Ultra 7,16,512
Asus Vivobook 16 P1605VA-SH2312X,"PC portable 16"", Intel Core i7-13620H, RAM 16 Go, SSD 1 To, dalle Oled FHD+ 144 Hz, Windows 11 Pro, AZERTY",1499.95,asus,Intel Core i7,16,1024
Asus Vivobook Go 15 S1504GA-NJ875W,"PC portable 15.6"", Intel Core i3-N305, RAM 8 Go, SSD 256 Go, dalle IPS Full HD, Windows 11 en mode S, AZERTY",1999.95,asus,Intel Core i3,8,256
Acer Aspire 17 A17-51M-50E6,"PC portable 17"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",1999.95,acer,Intel Core i5,16,512
Acer Aspire 17 A17-51M-71LP,"PC portable 17"", Intel Core 7-150U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",649.95,acer,Intel Core i7,16,512
Acer Aspire 17 A17-51M-72TJ,"PC portable 17"", Intel Core i7-13620H, RAM 16 Go, SSD 1 To, dalle IPS Full HD, Windows 11, AZERTY",4299.95,acer,Intel Core i7,16,1024
Acer Aspire Go 15 AG15-71P-5730,"PC portable 15.6"", Intel Core i5-1334U, RAM 8 Go, SSD 512 Go, Windows 11, dalle TN Full HD, AZERTY",1199.95,acer,Intel Core i5,8,512
Acer Aspire Go 15 AG15-71P-59NM,"PC portable 15.6"", Intel Core i5-1334U, RAM 32 Go, SSD 1 To, Windows 11, dalle TN Full HD, AZERTY",929.95,acer,Intel Core i5,32,1024
Acer Aspire Go 15 AG15-72P-32YM,"PC portable 15.6"", Intel Core i3-1305U, RAM 16 Go, SSD 512 Go, Windows 11, dalle TN Full HD, AZERTY",2599.95,acer,Intel Core i3,16,512
Acer Extensa EX215-57-53NW,"PC portable 15.6"", Intel Core i5-1334U, RAM 8 Go, SSD 512 Go, Windows 11 Pro, dalle IPS Full HD, AZERTY",3299.95,acer,Intel Core i5,8,512
Acer NITRO 18 AI AN18-61-R6MB Copilot+ PC,"PC portable gamer 18"", AMD Ryzen AI 7 350, RTX 5070, RAM 32 Go, SSD 1 To, Windows 11, dalle IPS QHD+ 165 Hz, AZERTY",2899.95,acer,AMD Ryzen AI 7,32,1024
Acer Nitro V 15 ANV15-52-91DU,"PC portable gamer 15.6"", Intel Core i9-13900H, RTX 5060, RAM 32 Go, SSD 1 To, Windows 11, dalle IPS Full HD 165 Hz, AZERTY",2799.95,acer,Intel Core i9,32,1024
Acer NITRO V 16 AI ANV16-42-R7B0,"PC portable gamer 15.6"", AMD Ryzen 7 260, RTX 5070, RAM 32 Go, SSD 1 To, Windows 11, dalle IPS Full HD 165 Hz, AZERTY",5399.95,acer,AMD Ryzen 7,32,1024
Acer Nitro V 17 AI ANV17-41-R6YK,"PC portable gamer 17.3"", AMD Ryzen 7 260, RTX 5070, RAM 16 Go, SSD 1 To, Windows 11, dalle IPS Full HD 144 Hz, AZERTY",6099.95,acer,AMD Ryzen 7,16,1024
Acer Predator Helios 18 AI PH18-73-91FQ,"PC portable gamer, 18"", Mini-LED, 2560 x 1600 (QHD+), 16:10, 250 Hz, Core Ultra 9 275HX, RTX 5080, RAM 64 Go, SSD 1 To, Windows 11, 3,50 kg, Clavier AZERTY Français",2499.95,acer,Intel Core Ultra 9,64,1024
Acer Predator Helios 18 AI PH18-73-9498,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5090, RAM 128 Go, SSD 3 To, Windows 11, dalle Mini-LED UHD+ 120 Hz, AZERTY",629.95,acer,Intel Core Ultra 9,128,3072
Acer Predator Helios 18 AI PH18-73-98VA,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5090, RAM 64 Go, SSD 1 To, Windows 11, dalle Mini-LED UHD+ 120 Hz, AZERTY",1499.95,acer,Intel Core Ultra 9,64,1024
Acer Predator Helios Neo 16 PHN16-73-99SJ,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5070, RAM 64 Go, SSD 2 To, Windows 11, dalle IPS QHD+ 240 Hz, AZERTY",1099.95,acer,Intel Core Ultra 9,64,2048
Acer Swift 14 IA SF14-51-577B Copilot+ PC,"PC portable 14"", Intel Core Ultra 5 226V, RAM 16 Go, SSD 512 Go, Windows 11, dalle OLED WQXGA+ 90 Hz, AZERTY",499.95,acer,Intel Core Ultra 5,16,512
Acer Predator Helios Neo 18 AI PHN18-72-977B,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5070, RAM 32 Go, SSD 1 To, Windows 11, dalle IPS QHD+ 240 Hz, AZERTY",649.95,acer,Intel Core Ultra 9,32,1024
Acer Predator Helios Neo 18 AI PHN18-72-980V,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5070 Ti, RAM 64 Go, SSD 2 To, Windows 11, dalle IPS QHD+ 240 Hz, AZERTY",1049.95,acer,Intel Core Ultra 9,64,2048
"Apple MacBook Air M2 13"" (2022) Gris sidéral (MLXX3FN/A)","MacBook 13.6"", Apple M2 (CPU 8 coeurs / GPU-10 coeurs), RAM 8 Go, SSD 256 Go, Mac OS Monterey, AZERTY",1199.95,apple,Apple M2,8,256
"Apple MacBook Air M4 13"" (2025) Argent 16Go/256 Go (MW0W3FN/A)","MacBook 13.6"", M4 (CPU 10 coeurs / GPU 8 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",2299.95,apple,Apple M4,16,256
"Apple MacBook Air M4 13"" (2025) Argent 16Go/512 Go (MW0X3FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2699.95,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/256 Go (MC6T4FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 8 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",849.0,apple,Apple M4,16,256
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/512 Go (MC6U4FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1079.0,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/512 Go (MC6V4FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,24,512
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 16Go/256 Go (MW0Y3FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 8 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,16,256
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 16Go/512 Go (MW103FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",999.0,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 24Go/512 Go (MC6A4FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1249.0,apple,Apple M4,24,512
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/256 Go (MW123FN/A)","MacBook 13.6"", 2560 x 1664, Apple M4 (CPU 10 coeurs / GPU 8 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,16,256
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/512 Go (MW133FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Minuit 24Go/512 Go (MC6C4FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1249.0,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Argent 16Go/256 Go (MW1G3FN/A)","MacBook 15.3"", 2880 x 1864, Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,16,256
"Apple MacBook Air M4 15"" (2025) Argent 16Go/512 Go (MW1H3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1249.0,apple,Apple M4,16,512
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/256 Go (MC7A4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,16,256
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/512 Go (MC7C4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1249.0,apple,Apple M4,16,512
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 16Go/256 Go (MW1J3FN/A)","MacBook 15.3"", Apple M4 (CPU10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,16,256
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 24Go/1 To (MC6K4FN/A-1TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1099.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 15"" (2025) Lumière stellaire 24Go/512 Go (MC6K4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Minuit 16Go/256 Go (MW1L3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1099.0,apple,Apple M4,16,256
"Apple MacBook Air M4 15"" (2025) Minuit 16Go/512 Go (MW1M3FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,16,512
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/512 Go (MC6L4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,512
"Apple MacBook Pro M4 14"" Argent 32 Go/1 To (MW2W3FN/A-32GB-1TB)","PC portable, 14"", Apple M4 10 coeurs (GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, 1,55 kg, Clavier AZERTY Français",1099.0,apple,Apple M4,32,1024
"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/1 To (MW2V3FN/A)","MacBook 14"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,16,1024
"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/1 To (MX2K3FN/A)","MacBook 14"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,36,1024
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2F3FN/A)","PC portable, 14"", Apple M4 Pro 14 coeurs (GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, 1,55 kg, Clavier AZERTY Français",1099.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/512 Go (MX2E3FN/A)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,24,512
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 To (MX2J3FN/A)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,24,512
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1649.0,apple,Apple M4,24,512
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1399.0,apple,Apple M4,24,512
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/512 Go (MX2Y3FN/A)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1649.0,apple,Apple M4,48,512
"Apple MacBook Pro M5 14"" Argent 16 Go/1 To (MDE54FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Tahoe, AZERTY",1399.0,apple,Apple M5,16,1024
"Apple MacBook Pro M5 14"" Noir sidéral 16 Go/1 To (MDE14FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Tahoe, AZERTY",649.95,apple,Apple M5,16,1024
"Apple MacBook Pro M5 14"" Noir sidéral 16 Go/512 Go (MDE04FN/A)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",1049.95,apple,Apple M5,16,512
"Apple MacBook Pro M4 Max 16"" Argent 36 Go/1 To (MX2V3FN/A)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1199.95,apple,Apple M4,36,1024
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/256 Go (MC6T4FN/A-GPU10-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",2049.0,apple,Apple M4,24,256
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/256 Go (MC6T4FN/A-GPU10-24GB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1799.0,apple,Apple M4,24,256
"Apple MacBook Air M4 13"" (2025) Bleu ciel 16Go/512 Go (MC6T4FN/A-GPU10-512GB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",4099.0,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/1To (MC6V4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1799.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/2 To (MC6V4FN/A-2TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2299.0,apple,Apple M4,24,2048
"Apple MacBook Air M4 13"" (2025) Bleu ciel 24Go/512 Go (MC6U4FN/A-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2299.0,apple,Apple M4,24,512
"Apple MacBook Air M4 13"" (2025) Bleu ciel 32Go/1 To (MC6V4FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1224.0,apple,Apple M4,32,1024
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 16Go/1To (MW103FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1119.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Lumière stellaire 32Go/1To (MC6A4FN/A-32GB-1TB-35W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,32,1024
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/1To (MW133FN/A-1TB)","MacBook 13.6"",Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1369.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/1To (MW133FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1849.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/256 Go (MW123FN/A-GPU10)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,16,256
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/2To (MW133FN/A-2TB-70W)","MacBook 13.6"", 2560 x 1664, Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2099.0,apple,Apple M4,16,2048
"Apple MacBook Air M4 13"" (2025) Minuit 16Go/512 Go (MW133FN/A-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,16,512
"Apple MacBook Air M4 13"" (2025) Minuit 24 Go/256 Go (MW123FN/A-GPU10-24GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 256 Go, Mac OS Sequoia, AZERTY",1349.95,apple,Apple M4,24,256
"Apple MacBook Air M4 13"" (2025) Minuit 24Go/1To (MC6C4FN/A-1TB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1369.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Minuit 24Go/1To (MC6C4FN/A-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Minuit 32Go/1 To (MW133FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1849.0,apple,Apple M4,32,1024
"Apple MacBook Air M4 13"" (2025) Minuit 32Go/512 Go (MC6C4FN/A-32GB)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2349.0,apple,Apple M4,32,512
Apple MacBook Air M4 15 pouces (2025) Argent 24Go/1 To (MC6J4FN/A-1TB),"MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,1024
Apple MacBook Air M4 15 pouces (2025) Argent 32 Go/1 To (MC6J4FN/A-32GB-1TB),"MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2099.0,apple,Apple M4,32,1024
"Apple MacBook Air M4 15"" (2025) Argent 16Go / 2 To (MW1G3FN/A-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,16,2048
"Apple MacBook Air M4 15"" (2025) Argent 16Go/1 To (MW1G3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1849.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 15"" (2025) Argent 16Go/1 To (MW1H3FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, AZERTY",1849.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 15"" (2025) Argent 24 Go/512 Go (MC6J4FN/A-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2099.0,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Argent 24Go/2 To (MC6J4FN/A-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,2048
"Apple MacBook Air M4 15"" (2025) Argent 24Go/512 Go (MC6J4FN/A)","MacBook 15.3"",Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1599.0,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Argent 32 Go/2 To (MC6J4FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1135.0,apple,Apple M4,32,2048
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/1 To (MC7C4FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2099.0,apple,Apple M4,16,1024
"Apple MacBook Air M4 15"" (2025) Bleu ciel 16Go/2 To (MC7C4FN/A-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 16 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1349.0,apple,Apple M4,16,2048
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/1 To (MC7D4FN/A-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",649.95,apple,Apple M4,24,1024
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/2 To (MC7D4FN/A-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1049.95,apple,Apple M4,24,2048
"Apple MacBook Air M4 15"" (2025) Bleu ciel 24Go/512 Go (MC7D4FN/A)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1199.95,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Minuit 24Go/512 Go (MC6L4FN/A-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",2149.0,apple,Apple M4,24,512
"Apple MacBook Air M4 15"" (2025) Minuit 32 Go/2 To (MC6L4FN/A-32GB-2TB-70W)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2649.0,apple,Apple M4,32,2048
"Apple MacBook Air M4 15"" (2025) Minuit 32Go/1 To (MC6L4FN/A-32GB-1TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1899.0,apple,Apple M4,32,1024
